,reactions,new_reaction,solved_by,confidence,modifiers,issue
223,COc1ccc(C(O)=O)c(O)c1.ClS(Cl)=O>>COc1ccc(C(Cl)=O)c(O)c1,COc1ccc(C(O)=O)c(O)c1.ClS(Cl)=O>>COc1ccc(C(Cl)=O)c(O)c1.O=S(O)Cl,mcs-based-method,,['default single bond'],
224,FCC1(CF)Oc2ccc(cc2C(Br)=C1)C(F)(F)F.CCN=C=S>>CCNC(=S)C1=CC(CF)(CF)Oc2ccc(cc12)C(F)(F)F,FCC1(CF)Oc2ccc(cc2C(Br)=C1)C(F)(F)F.CCN=C=S>>CCNC(=S)C1=CC(CF)(CF)Oc2ccc(cc12)C(F)(F)F.Br,mcs-based-method,,[],
225,Cc1cc2ccccc2n1C.S=C1NCCN1>>Cc1c(SC2=NCCN2)c2ccccc2n1C,Cc1cc2ccccc2n1C.S=C1NCCN1.[O]>>Cc1c(SC2=NCCN2)c2ccccc2n1C.O,rule-based-method,,[],
226,COC(=O)C(Cc1ccc(Cl)c(Cl)c1)NC(=O)c1ccc(Cl)cc1NS(=O)(=O)c1cccc2nsnc12.O>>OC(=O)C(Cc1ccc(Cl)c(Cl)c1)NC(=O)c1ccc(Cl)cc1NS(=O)(=O)c1cccc2nsnc12,COC(=O)C(Cc1ccc(Cl)c(Cl)c1)NC(=O)c1ccc(Cl)cc1NS(=O)(=O)c1cccc2nsnc12.O.[O]>>OC(=O)C(Cc1ccc(Cl)c(Cl)c1)NC(=O)c1ccc(Cl)cc1NS(=O)(=O)c1cccc2nsnc12.C=O.O,rule-based-method,,[],
227,CCC(=O)c1c(C)cc(N)cc1C.ClC(Cl)=O>>CCC(=O)c1c(C)cc(cc1C)N=C=O,CCC(=O)c1c(C)cc(N)cc1C.ClC(Cl)=O>>CCC(=O)c1c(C)cc(cc1C)N=C=O.[H+].[H+].[Cl-].[Cl-],rule-based-method,,[],
228,OB(O)c1ccc(cc1)C#N.CC1(C)CC(=O)c2ccc(OS(=O)(=O)C(F)(F)F)cc12>>CC1(C)CC(=O)c2ccc(cc12)-c1ccc(cc1)C#N,OB(O)c1ccc(cc1)C#N.CC1(C)CC(=O)c2ccc(OS(=O)(=O)C(F)(F)F)cc12>>CC1(C)CC(=O)c2ccc(cc12)-c1ccc(cc1)C#N.O=S(=O)(OB(O)O)C(F)(F)F,mcs-based-method,,['default single bond'],
229,CCOC(=O)Cc1csc(n1)-c1ccc(cc1C)C(CC)(CC)c1ccc(C=CC(O)(C(F)(F)F)C(F)(F)F)c(C)c1.O>>CCC(CC)(c1ccc(C=CC(O)(C(F)(F)F)C(F)(F)F)c(C)c1)c1ccc(-c2nc(CC(O)=O)cs2)c(C)c1,CCOC(=O)Cc1csc(n1)-c1ccc(cc1C)C(CC)(CC)c1ccc(C=CC(O)(C(F)(F)F)C(F)(F)F)c(C)c1.O>>CCC(CC)(c1ccc(C=CC(O)(C(F)(F)F)C(F)(F)F)c(C)c1)c1ccc(-c2nc(CC(O)=O)cs2)c(C)c1.CCO,mcs-based-method,,['default single bond'],
230,[Cu]C#N.[O-]N=O.Cc1cc(=O)c2c(N)ccc(C)c2o1>>Cc1cc(=O)c2c(ccc(C)c2o1)C#N,[Cu]C#N.[O-]N=O.Cc1cc(=O)c2c(N)ccc(C)c2o1>>Cc1cc(=O)c2c(ccc(C)c2o1)C#N.[OH-].[OH-].[Cu+].N#N,rule-based-method,,[],
231,COC(=O)c1nn(CCN=[N+]=[N-])c(C(=O)OC)c1OCc1ccccc1>>COC(=O)c1nn2CCNC(=O)c2c1OCc1ccccc1,COC(=O)c1nn(CCN=[N+]=[N-])c(C(=O)OC)c1OCc1ccccc1>>COC(=O)c1nn2CCNC(=O)c2c1OCc1ccccc1.C=O.N#N,rule-based-method,,[],
232,CC(C)(C)OC(=O)NCc1ccc(CN)cc1.OC(=O)c1cccnc1Oc1ccc(F)cc1>>CC(C)(C)OC(=O)NCc1ccc(CNC(=O)c2cccnc2Oc2ccc(F)cc2)cc1,CC(C)(C)OC(=O)NCc1ccc(CN)cc1.OC(=O)c1cccnc1Oc1ccc(F)cc1>>CC(C)(C)OC(=O)NCc1ccc(CNC(=O)c2cccnc2Oc2ccc(F)cc2)cc1.O,rule-based-method,,[],
233,OCc1ccc2C(OCc2c1)c1ccc(F)cc1.BrS(Br)=O>>Fc1ccc(cc1)C1OCc2cc(CBr)ccc12,OCc1ccc2C(OCc2c1)c1ccc(F)cc1.BrS(Br)=O>>Fc1ccc(cc1)C1OCc2cc(CBr)ccc12.O=S(O)Br,mcs-based-method,,['default single bond'],
234,OC(=O)c1cc(Br)c(OCc2ccccc2)cc1OCc1ccccc1.COCCCN>>COCCCNC(=O)c1cc(Br)c(OCc2ccccc2)cc1OCc1ccccc1,OC(=O)c1cc(Br)c(OCc2ccccc2)cc1OCc1ccccc1.COCCCN>>COCCCNC(=O)c1cc(Br)c(OCc2ccccc2)cc1OCc1ccccc1.O,rule-based-method,,[],
235,Cc1c(cnn1-c1ccc(Cl)cc1)C(=O)NC(CCCC=C)c1cccc(c1)C(F)(F)F.[O-][O+]=O>>Cc1c(cnn1-c1ccc(Cl)cc1)C(=O)NC(CCCC=O)c1cccc(c1)C(F)(F)F,Cc1c(cnn1-c1ccc(Cl)cc1)C(=O)NC(CCCC=C)c1cccc(c1)C(F)(F)F.[O-][O+]=O.[H].[H]>>Cc1c(cnn1-c1ccc(Cl)cc1)C(=O)NC(CCCC=O)c1cccc(c1)C(F)(F)F.C=O.O,rule-based-method,,[],
236,COC(=O)C(CSCc1ccccc1)NC(=O)C(CC(Cc1ccccc1)C(=O)Nc1ccccn1)Cc1ccccc1.O>>OC(=O)C(CSCc1ccccc1)NC(=O)C(CC(Cc1ccccc1)C(=O)Nc1ccccn1)Cc1ccccc1,COC(=O)C(CSCc1ccccc1)NC(=O)C(CC(Cc1ccccc1)C(=O)Nc1ccccn1)Cc1ccccc1.O.[O]>>OC(=O)C(CSCc1ccccc1)NC(=O)C(CC(Cc1ccccc1)C(=O)Nc1ccccn1)Cc1ccccc1.C=O.O,rule-based-method,,[],
237,Brc1ccncc1.OB(O)c1c(F)cccc1F>>Fc1cccc(F)c1-c1ccncc1,Brc1ccncc1.OB(O)c1c(F)cccc1F>>Fc1cccc(F)c1-c1ccncc1.B(O)(O)Br,rule-based-method,,[],
238,BrCc1ccccc1.CCOC(=O)c1[nH]c(=O)c(CC(C)C)[n+]([O-])c1N>>CCOC(=O)c1nc(OCc2ccccc2)c(CC(C)C)[n+]([O-])c1N,BrCc1ccccc1.CCOC(=O)c1[nH]c(=O)c(CC(C)C)[n+]([O-])c1N>>CCOC(=O)c1nc(OCc2ccccc2)c(CC(C)C)[n+]([O-])c1N.[H+].[Br-],rule-based-method,,[],
239,CCc1cc(C=O)ccc1N=C1SCC2(CCCC2)N1C1CCCC1.CCOP(=O)(CC(C)=O)OCC>>CCc1cc(C=CC(C)=O)ccc1N=C1SCC2(CCCC2)N1C1CCCC1,CCc1cc(C=O)ccc1N=C1SCC2(CCCC2)N1C1CCCC1.CCOP(=O)(CC(C)=O)OCC>>CCc1cc(C=CC(C)=O)ccc1N=C1SCC2(CCCC2)N1C1CCCC1.CCOP(=O)(O)OCC,mcs-based-method,,['phosphor double bond change'],
240,CCOC(=O)C(N)Cc1nc2ccccc2nc1CP(O)(O)=O.O>>NC(Cc1nc2ccccc2nc1CP(O)(O)=O)C(O)=O,CCOC(=O)C(N)Cc1nc2ccccc2nc1CP(O)(O)=O.O>>NC(Cc1nc2ccccc2nc1CP(O)(O)=O)C(O)=O.CCO,mcs-based-method,,['default single bond'],
241,OC(=O)C1(CCCCC1)c1ccc(F)cc1.CCC(=O)Nc1cccc(c1)C1CCN(CCCN)CC1>>CCC(=O)Nc1cccc(c1)C1CCN(CCCNC(=O)C2(CCCCC2)c2ccc(F)cc2)CC1,OC(=O)C1(CCCCC1)c1ccc(F)cc1.CCC(=O)Nc1cccc(c1)C1CCN(CCCN)CC1>>CCC(=O)Nc1cccc(c1)C1CCN(CCCNC(=O)C2(CCCCC2)c2ccc(F)cc2)CC1.O,rule-based-method,,[],
242,ClC(Cl)=S.Nc1cccc(F)c1>>Fc1cccc(c1)N=C=S,ClC(Cl)=S.Nc1cccc(F)c1>>Fc1cccc(c1)N=C=S.[H+].[H+].[Cl-].[Cl-],rule-based-method,,[],
243,CCCNC(=O)c1nnc2c(Br)cccc2c1N.OB(O)c1ccc2[nH]ccc2c1>>CCCNC(=O)c1nnc2c(cccc2c1N)-c1ccc2[nH]ccc2c1,CCCNC(=O)c1nnc2c(Br)cccc2c1N.OB(O)c1ccc2[nH]ccc2c1>>CCCNC(=O)c1nnc2c(cccc2c1N)-c1ccc2[nH]ccc2c1.B(O)(O)Br,rule-based-method,,[],
244,CC(C)C(C(O)=O)c1ccc(OC(F)(F)F)cc1.ClS(Cl)=O>>CC(C)C(C(Cl)=O)c1ccc(OC(F)(F)F)cc1,CC(C)C(C(O)=O)c1ccc(OC(F)(F)F)cc1.ClS(Cl)=O>>CC(C)C(C(Cl)=O)c1ccc(OC(F)(F)F)cc1.O=S(O)Cl,mcs-based-method,,['default single bond'],
245,OB(O)c1ccc-2c(Cc3c-2cccc3F)c1F.OO>>Oc1ccc-2c(Cc3c-2cccc3F)c1F,OB(O)c1ccc-2c(Cc3c-2cccc3F)c1F.OO>>Oc1ccc-2c(Cc3c-2cccc3F)c1F.B(O)(O)O,rule-based-method,,[],
246,OC(=O)c1cc2c(OCc3coc4cc(F)ccc34)cccc2[nH]1.CC(CN1CCC(N)CC1)N1CCC(O)C(C)C1>>CC(CN1CCC(CC1)NC(=O)c1cc2c(OCc3coc4cc(F)ccc34)cccc2[nH]1)N1CCC(O)C(C)C1,OC(=O)c1cc2c(OCc3coc4cc(F)ccc34)cccc2[nH]1.CC(CN1CCC(N)CC1)N1CCC(O)C(C)C1>>CC(CN1CCC(CC1)NC(=O)c1cc2c(OCc3coc4cc(F)ccc34)cccc2[nH]1)N1CCC(O)C(C)C1.O,rule-based-method,,[],
247,NCc1ccc(Cl)cc1.Cc1ccc2c(O)c(cnc2n1)C(O)=O>>Cc1ccc2c(O)c(cnc2n1)C(=O)NCc1ccc(Cl)cc1,NCc1ccc(Cl)cc1.Cc1ccc2c(O)c(cnc2n1)C(O)=O>>Cc1ccc2c(O)c(cnc2n1)C(=O)NCc1ccc(Cl)cc1.O,rule-based-method,,[],
248,CCCCCCCCCCCCCCOc1cc(ccc1OC)C(=O)OC.O>>CCCCCCCCCCCCCCOc1cc(ccc1OC)C(O)=O,CCCCCCCCCCCCCCOc1cc(ccc1OC)C(=O)OC.O.[O]>>CCCCCCCCCCCCCCOc1cc(ccc1OC)C(O)=O.C=O.O,rule-based-method,,[],
249,Cc1ccc(N)cc1.[O-][N+](=O)c1cc2C(=O)OC(=O)c2c(c1)[N+]([O-])=O>>Cc1ccc(cc1)N=C(O)c1cc(cc(c1C(O)=O)[N+]([O-])=O)[N+]([O-])=O,Cc1ccc(N)cc1.[O-][N+](=O)c1cc2C(=O)OC(=O)c2c(c1)[N+]([O-])=O>>Cc1ccc(cc1)N=C(O)c1cc(cc(c1C(O)=O)[N+]([O-])=O)[N+]([O-])=O,,,[],
250,CC(C)(C)OC(=O)N1CCC(CC1)C(O)=O.Nc1ccc(I)cc1C(=O)Nc1ccc(Cl)cn1>>CC(C)(C)OC(=O)N1CCC(CC1)C(=O)Nc1ccc(I)cc1C(=O)Nc1ccc(Cl)cn1,CC(C)(C)OC(=O)N1CCC(CC1)C(O)=O.Nc1ccc(I)cc1C(=O)Nc1ccc(Cl)cn1>>CC(C)(C)OC(=O)N1CCC(CC1)C(=O)Nc1ccc(I)cc1C(=O)Nc1ccc(Cl)cn1.O,rule-based-method,,[],
251,OC1CC2CCC(C1)N2.OC(=O)c1ccc2n(CCN=[N+]=[N-])cnc2c1>>OC1CC2CCC(C1)N2C(=O)c1ccc2n(CCN=[N+]=[N-])cnc2c1,OC1CC2CCC(C1)N2.OC(=O)c1ccc2n(CCN=[N+]=[N-])cnc2c1>>OC1CC2CCC(C1)N2C(=O)c1ccc2n(CCN=[N+]=[N-])cnc2c1.O,rule-based-method,,[],
252,CCOC(=O)C(=O)c1ccc(Br)s1.O>>OC(=O)C(=O)c1ccc(Br)s1,CCOC(=O)C(=O)c1ccc(Br)s1.O>>OC(=O)C(=O)c1ccc(Br)s1.CCO,mcs-based-method,,['default single bond'],
253,NCCCOC1CCN(Cc2ccccc2)CC1.OC(=O)C=Cc1cccnc1>>O=C(NCCCOC1CCN(Cc2ccccc2)CC1)C=Cc1cccnc1,NCCCOC1CCN(Cc2ccccc2)CC1.OC(=O)C=Cc1cccnc1>>O=C(NCCCOC1CCN(Cc2ccccc2)CC1)C=Cc1cccnc1.O,rule-based-method,,[],
254,OC(=O)c1cc2cc(Cl)ccc2o1.ClS(Cl)=O>>ClC(=O)c1cc2cc(Cl)ccc2o1,OC(=O)c1cc2cc(Cl)ccc2o1.ClS(Cl)=O>>ClC(=O)c1cc2cc(Cl)ccc2o1.O=S(O)Cl,mcs-based-method,,['default single bond'],
255,CCOCCn1c(nc2ccccc12)N1CCCN(CCC2(CCNC2)c2ccccc2)CC1.COc1ccc(cc1C(O)=O)S(C)(=O)=O>>CCOCCn1c(nc2ccccc12)N1CCCN(CCC2(CCN(C2)C(=O)c2cc(ccc2OC)S(C)(=O)=O)c2ccccc2)CC1,CCOCCn1c(nc2ccccc12)N1CCCN(CCC2(CCNC2)c2ccccc2)CC1.COc1ccc(cc1C(O)=O)S(C)(=O)=O>>CCOCCn1c(nc2ccccc12)N1CCCN(CCC2(CCN(C2)C(=O)c2cc(ccc2OC)S(C)(=O)=O)c2ccccc2)CC1.O,rule-based-method,,[],
256,COC(=O)CCCCCCCn1c2cc(ccc2oc1=O)[N+]([O-])=O.O>>OC(=O)CCCCCCCn1c2cc(ccc2oc1=O)[N+]([O-])=O,COC(=O)CCCCCCCn1c2cc(ccc2oc1=O)[N+]([O-])=O.O.[O]>>OC(=O)CCCCCCCn1c2cc(ccc2oc1=O)[N+]([O-])=O.C=O.O,rule-based-method,,[],
257,COCN(c1cc(C)cnc1Br)S(=O)(=O)c1ccc(Cl)c(c1)C(F)(F)F.CN(C)C=O.CC(C)[Mg+].[Cl-]>>COCN(c1cc(C)cnc1C=O)S(=O)(=O)c1ccc(Cl)c(c1)C(F)(F)F,COCN(c1cc(C)cnc1Br)S(=O)(=O)c1ccc(Cl)c(c1)C(F)(F)F.CN(C)C=O.CC(C)[Mg+].[Cl-]>>COCN(c1cc(C)cnc1C=O)S(=O)(=O)c1ccc(Cl)c(c1)C(F)(F)F.Br.CC(C)[Mg+].CNC.[Cl-],mcs-based-method,,['bond restriction'],
258,OC(=O)c1ccc(Br)cn1.NCCN1CCCC1>>Brc1ccc(nc1)C(=O)NCCN1CCCC1,OC(=O)c1ccc(Br)cn1.NCCN1CCCC1>>Brc1ccc(nc1)C(=O)NCCN1CCCC1.O,rule-based-method,,[],
259,CNS(=O)(=O)c1ccc(Br)cc1.CC(C)(C)OC(=O)N1CCC(CC1)C=O>>CNS(=O)(=O)c1ccc(cc1)C(O)C1CCN(CC1)C(=O)OC(C)(C)C,CNS(=O)(=O)c1ccc(Br)cc1.CC(C)(C)OC(=O)N1CCC(CC1)C=O>>CNS(=O)(=O)c1ccc(cc1)C(O)C1CCN(CC1)C(=O)OC(C)(C)C.Br,mcs-based-method,,[],
260,Clc1cccnn1.CC1(C)OB(OC1(C)C)c1ccc(cc1)-c1nc2n(ncc2c(=O)n1-c1ccc(Cl)cc1)-c1ccccc1>>Clc1ccc(cc1)-n1c(nc2n(ncc2c1=O)-c1ccccc1)-c1ccc(cc1)-c1cccnn1,Clc1cccnn1.CC1(C)OB(OC1(C)C)c1ccc(cc1)-c1nc2n(ncc2c(=O)n1-c1ccc(Cl)cc1)-c1ccccc1>>Clc1ccc(cc1)-n1c(nc2n(ncc2c1=O)-c1ccccc1)-c1ccc(cc1)-c1cccnn1.CC1(C)OB(Cl)OC1(C)C,mcs-based-method,,['default single bond'],
261,CN(C(Cc1ccc2ccccc2c1)C(O)=O)C(=O)OC(C)(C)C.CNCCc1ccccc1OCCCO>>CN(CCc1ccccc1OCCCO)C(=O)C(Cc1ccc2ccccc2c1)N(C)C(=O)OC(C)(C)C,CN(C(Cc1ccc2ccccc2c1)C(O)=O)C(=O)OC(C)(C)C.CNCCc1ccccc1OCCCO>>CN(CCc1ccccc1OCCCO)C(=O)C(Cc1ccc2ccccc2c1)N(C)C(=O)OC(C)(C)C.O,rule-based-method,,[],
262,OC(=O)CCCc1cccs1>>O=C1CCCc2sccc12,OC(=O)CCCc1cccs1>>O=C1CCCc2sccc12.O,rule-based-method,,[],
263,Oc1ccccc1C=O.CC(C)(S)C(N)C(O)=O>>CC1(C)SC(NC1C(O)=O)c1ccccc1O,Oc1ccccc1C=O.CC(C)(S)C(N)C(O)=O>>CC1(C)SC(NC1C(O)=O)c1ccccc1O.O,rule-based-method,,[],
264,COC(=O)c1scc(Br)c1OC.O>>COc1c(Br)csc1C(O)=O,COC(=O)c1scc(Br)c1OC.O.[O]>>COc1c(Br)csc1C(O)=O.C=O.O,rule-based-method,,[],
265,COC1C(C)Cc2c1cc(cc2CCO)C(C)(C)C.BrN1C(=O)CCC1=O>>COC1C(C)Cc2c1cc(cc2CCBr)C(C)(C)C,COC1C(C)Cc2c1cc(cc2CCO)C(C)(C)C.BrN1C(=O)CCC1=O>>COC1C(C)Cc2c1cc(cc2CCBr)C(C)(C)C.O.O=C1CCC(=O)N1,mcs-based-method,,['bond restriction'],
266,COC(=O)c1sc(cc1OC(CO[Si](C)(C)C(C)(C)C)c1ccccc1Cl)-n1cnc2cnc(CO[Si](C)(C)C(C)(C)C)cc12.N>>CC(C)(C)[Si](C)(C)OCC(Oc1cc(sc1C(N)=O)-n1cnc2cnc(CO[Si](C)(C)C(C)(C)C)cc12)c1ccccc1Cl,COC(=O)c1sc(cc1OC(CO[Si](C)(C)C(C)(C)C)c1ccccc1Cl)-n1cnc2cnc(CO[Si](C)(C)C(C)(C)C)cc12.N.[O]>>CC(C)(C)[Si](C)(C)OCC(Oc1cc(sc1C(N)=O)-n1cnc2cnc(CO[Si](C)(C)C(C)(C)C)cc12)c1ccccc1Cl.C=O.O,rule-based-method,,[],
267,COc1ncccc1CC#N.O.O>>COc1ncccc1CC(O)=O,COc1ncccc1CC#N.O.O>>COc1ncccc1CC(O)=O.N,rule-based-method,,[],
268,CN(CCCl)CCCl.Cc1cc(CN)cc2CN(Cc3ccc(OC(F)(F)F)cc3)C(=O)c12>>CN1CCN(Cc2cc3CN(Cc4ccc(OC(F)(F)F)cc4)C(=O)c3c(C)c2)CC1,CN(CCCl)CCCl.Cc1cc(CN)cc2CN(Cc3ccc(OC(F)(F)F)cc3)C(=O)c12>>CN1CCN(Cc2cc3CN(Cc4ccc(OC(F)(F)F)cc4)C(=O)c3c(C)c2)CC1.[H+].[H+].[Cl-].[Cl-],rule-based-method,,[],
269,COC(=O)C1(CC=C)CCOCC1.O=[Os](=O)(=O)=O.O>>COC(=O)C1(CC=O)CCOCC1,COC(=O)C1(CC=C)CCOCC1.O=[Os](=O)(=O)=O.O>>COC(=O)C1(CC=O)CCOCC1,,,[],
270,CC1(C)OB(OC1(C)C)c1ccc(N)cc1.ClCCCS(Cl)(=O)=O>>CC1(C)OB(OC1(C)C)c1ccc(cc1)N1CCCS1(=O)=O,CC1(C)OB(OC1(C)C)c1ccc(N)cc1.ClCCCS(Cl)(=O)=O>>CC1(C)OB(OC1(C)C)c1ccc(cc1)N1CCCS1(=O)=O.[H+].[H+].[Cl-].[Cl-],rule-based-method,,[],
271,CN(C)C(=O)c1ccc(NC(=O)c2cc3CCOc4cc(Br)ccc4-c3s2)c(Cl)c1.CI>>CN(C)C(=O)c1ccc(N(C)C(=O)c2cc3CCOc4cc(Br)ccc4-c3s2)c(Cl)c1,CN(C)C(=O)c1ccc(NC(=O)c2cc3CCOc4cc(Br)ccc4-c3s2)c(Cl)c1.CI>>CN(C)C(=O)c1ccc(N(C)C(=O)c2cc3CCOc4cc(Br)ccc4-c3s2)c(Cl)c1.[H+].[I-],rule-based-method,,[],
272,COC(=O)c1ccc(OCCNC(=O)c2oc3ccccc3c2N(C)C)cc1.NO>>CN(C)c1c(oc2ccccc12)C(=O)NCCOc1ccc(cc1)C(=O)NO,COC(=O)c1ccc(OCCNC(=O)c2oc3ccccc3c2N(C)C)cc1.NO.[O]>>CN(C)c1c(oc2ccccc12)C(=O)NCCOc1ccc(cc1)C(=O)NO.C=O.O,rule-based-method,,[],
273,COC(=O)c1ccccc1NCc1ccnc(NC(=O)N(C)C)c1.Cc1n(C)nc2cc(N)ccc12>>CN(C)C(=O)Nc1cc(CNc2ccccc2C(=O)Nc2ccc3c(C)n(C)nc3c2)ccn1,COC(=O)c1ccccc1NCc1ccnc(NC(=O)N(C)C)c1.Cc1n(C)nc2cc(N)ccc12.[O]>>CN(C)C(=O)Nc1cc(CNc2ccccc2C(=O)Nc2ccc3c(C)n(C)nc3c2)ccn1.C=O.O,rule-based-method,,[],
274,CO.CC(C)c1ccc(cc1)C(O)=O>>COC(=O)c1ccc(cc1)C(C)C,CO.CC(C)c1ccc(cc1)C(O)=O>>COC(=O)c1ccc(cc1)C(C)C.O,rule-based-method,,[],
275,CC(C)(C)c1cccc(c1O)C(C)(C)C.BrCC=C.S=C=S>>CC(C)(C)c1cc(cc(c1O)C(C)(C)C)C(=S)SCC=C,CC(C)(C)c1cccc(c1O)C(C)(C)C.BrCC=C.S=C=S>>CC(C)(C)c1cc(cc(c1O)C(C)(C)C)C(=S)SCC=C.[H+].[Br-],rule-based-method,,[],
276,CCCC(CC(=O)OC)C[N+]([O-])=O>>CCCC1CNC(=O)C1,CCCC(CC(=O)OC)C[N+]([O-])=O>>CCCC1CNC(=O)C1.CO.O.[OH-],mcs-based-method,,[],
277,Cc1ccc(cc1)S(=O)(=O)NC(c1ccccc1)C(C)(C)O.ClS(Cl)=O>>Cc1ccc(cc1)S(=O)(=O)N1C(c2ccccc2)C(C)(C)OS1=O,Cc1ccc(cc1)S(=O)(=O)NC(c1ccccc1)C(C)(C)O.ClS(Cl)=O>>Cc1ccc(cc1)S(=O)(=O)N1C(c2ccccc2)C(C)(C)OS1=O.[H+].[H+].[Cl-].[Cl-],rule-based-method,,[],
278,COc1ncc(C(=O)Oc2ccc(cc2)[N+]([O-])=O)c2cc(oc12)C(C)=O.Nc1c(Cl)cncc1Cl>>COc1ncc(C(=O)Nc2c(Cl)cncc2Cl)c2cc(oc12)C(C)=O,COc1ncc(C(=O)Oc2ccc(cc2)[N+]([O-])=O)c2cc(oc12)C(C)=O.Nc1c(Cl)cncc1Cl>>COc1ncc(C(=O)Nc2c(Cl)cncc2Cl)c2cc(oc12)C(C)=O.O=[N+]([O-])c1ccc(O)cc1,mcs-based-method,,[],
279,ONCc1ccccc1.FC(F)(F)COC=O>>ON(Cc1ccccc1)C=O,ONCc1ccccc1.FC(F)(F)COC=O>>ON(Cc1ccccc1)C=O.OCC(F)(F)F,mcs-based-method,,[],
280,C=O.Clc1ccc-2c(CN(Cc3nnc(C4CCN(CC4)c4ccccn4)n-23)C2CCNC2)c1>>CN1CCC(C1)N1Cc2nnc(C3CCN(CC3)c3ccccn3)n2-c2ccc(Cl)cc2C1,C=O.Clc1ccc-2c(CN(Cc3nnc(C4CCN(CC4)c4ccccn4)n-23)C2CCNC2)c1.[H].[H]>>CN1CCC(C1)N1Cc2nnc(C3CCN(CC3)c3ccccn3)n2-c2ccc(Cl)cc2C1.O,rule-based-method,,[],
281,CCNC(=O)n1ncc2ccc(OC(C)=O)c(CC=C)c12.OOC(=O)c1cccc(Cl)c1>>CCNC(=O)n1ncc2ccc(OC(C)=O)c(CC3CO3)c12,CCNC(=O)n1ncc2ccc(OC(C)=O)c(CC=C)c12.OOC(=O)c1cccc(Cl)c1>>CCNC(=O)n1ncc2ccc(OC(C)=O)c(CC3CO3)c12.O=C(O)c1cccc(Cl)c1,mcs-based-method,,[],
282,CS(=O)(=O)c1ccc(cc1Cl)C(CC1CCCC1)C(=O)Nc1ccn(Cc2cccc(c2)C(O)=O)n1.ClC(=O)C(Cl)=O>>CS(=O)(=O)c1ccc(cc1Cl)C(CC1CCCC1)C(=O)Nc1ccn(Cc2cccc(c2)C(Cl)=O)n1,CS(=O)(=O)c1ccc(cc1Cl)C(CC1CCCC1)C(=O)Nc1ccn(Cc2cccc(c2)C(O)=O)n1.ClC(=O)C(Cl)=O>>CS(=O)(=O)c1ccc(cc1Cl)C(CC1CCCC1)C(=O)Nc1ccn(Cc2cccc(c2)C(Cl)=O)n1.O=C(O)C(=O)Cl,mcs-based-method,,['default single bond'],
283,CCOC(=O)c1cccnc1.CC#N>>O=C(CC#N)c1cccnc1,CCOC(=O)c1cccnc1.CC#N>>O=C(CC#N)c1cccnc1.CCO,mcs-based-method,,[],
284,COc1ccc(cc1)N(NC(=O)Cc1cc(OC)c(cc1Br)C(=O)ON1C(=O)CCC1=O)c1c(C)cccc1N1CCCCC1.CN1CCNCC1>>COc1ccc(cc1)N(NC(=O)Cc1cc(OC)c(cc1Br)C(=O)N1CCN(C)CC1)c1c(C)cccc1N1CCCCC1,COc1ccc(cc1)N(NC(=O)Cc1cc(OC)c(cc1Br)C(=O)ON1C(=O)CCC1=O)c1c(C)cccc1N1CCCCC1.CN1CCNCC1>>COc1ccc(cc1)N(NC(=O)Cc1cc(OC)c(cc1Br)C(=O)N1CCN(C)CC1)c1c(C)cccc1N1CCCCC1.O=C1CCC(=O)N1O,mcs-based-method,,[],
285,BrCC#C.CSc1nc(=O)[nH]cc1F>>CSc1nc(=O)n(CC#C)cc1F,BrCC#C.CSc1nc(=O)[nH]cc1F>>CSc1nc(=O)n(CC#C)cc1F.[H+].[Br-],rule-based-method,,[],
286,NO.CCOC(=O)Cc1oc-2cccc-2cc1-c1ccccc1>>ONC(=O)Cc1oc-2cccc-2cc1-c1ccccc1,NO.CCOC(=O)Cc1oc-2cccc-2cc1-c1ccccc1>>ONC(=O)Cc1oc-2cccc-2cc1-c1ccccc1.CCO,mcs-based-method,,[],
287,O=C1OC2CCC1N(C2)S(=O)(=O)c1ccc(OCc2ccccc2)cc1.O>>OC1CCC(N(C1)S(=O)(=O)c1ccc(OCc2ccccc2)cc1)C(O)=O,O=C1OC2CCC1N(C2)S(=O)(=O)c1ccc(OCc2ccccc2)cc1.O>>OC1CCC(N(C1)S(=O)(=O)c1ccc(OCc2ccccc2)cc1)C(O)=O,,,[],
288,O=C(OCc1ccccc1)ON1C(=O)CCC1=O.OC(=O)C1CCCNC1>>OC(=O)C1CCCN(C1)C(=O)OCc1ccccc1,O=C(OCc1ccccc1)ON1C(=O)CCC1=O.OC(=O)C1CCCNC1>>OC(=O)C1CCCN(C1)C(=O)OCc1ccccc1.O=C1CCC(=O)N1O,mcs-based-method,,[],
289,Fc1ccc(F)cc1.O=C1OC(=O)c2cnncc12>>OC(=O)c1cnncc1C(=O)c1cc(F)ccc1F,Fc1ccc(F)cc1.O=C1OC(=O)c2cnncc12>>OC(=O)c1cnncc1C(=O)c1cc(F)ccc1F,,,[],
290,CC(C)Cn1c(nc2c(nc(nc12)-c1cnc(N)nc1)N1CCOCC1C)N1CCNCC1.O=Cn1nnc2ccccc12>>CC(C)Cn1c(nc2c(nc(nc12)-c1cnc(N)nc1)N1CCOCC1C)N1CCN(CC1)C=O,CC(C)Cn1c(nc2c(nc(nc12)-c1cnc(N)nc1)N1CCOCC1C)N1CCNCC1.O=Cn1nnc2ccccc12>>CC(C)Cn1c(nc2c(nc(nc12)-c1cnc(N)nc1)N1CCOCC1C)N1CCN(CC1)C=O,,,[],
